ID,critical_distance,direction,bearing
1455,13, N,360
1456,13, N,360
1457,13, N,360
1458,13, N,360
1459,13, N,360
1460,13, N,360
1461,13, N,360
1462,13, N,360
1463,13, N,360
1464,13, N,360
1465,13, N,360
1466,13, N,360
1467,13, N,360
1468,13, N,360
1469,13, N,360
1470,13, N,360
1471,13, N,360
1472,13, N,360
1473,13, N,360
1474,13, N,360
1475,13, N,360
1476,13, N,360
1477,13, N,360
1478,13, N,360
1479,13, N,360
1480,13, N,360
1481,13, N,360
1482,13, N,360
1483,13, N,360
1484,13, N,360
1485,13, N,360
1486,13, N,360
1487,13, N,360
1488,13, N,360
1489,13, N,360
1490,13, N,360
1491,13, N,360
1492,13, N,360
1493,13, N,360
1494,13, N,360
1495,13, N,360
1496,13, N,360
1497,13, N,360
1498,13, N,360
1499,13, N,360
1500,13, N,360
1501,13, N,360
1502,13, N,360
1503,13, N,360
1504,13, N,360
1505,13, N,360
1506,13, N,360
1507,13, N,360
1508,13, N,360
1509,13, N,360
1510,13, N,360
1511,13, N,360
1512,13, N,360
1513,13, N,360
1514,13, N,360
1515,13, N,360
1516,13, N,360
1517,13, N,360
1518,13, N,360
1519,13, N,360
1520,13, N,360
1521,13, N,360
1522,13, N,360
1523,13, N,360
1524,13, N,360
1525,13, N,360
1526,13, N,360
1527,13, N,360
1528,13, N,360
1529,13, N,360
1530,13, N,360
1531,13, N,360
1532,13, N,360
1533,13, N,360
1534,13, N,360
1535,13, N,360
1536,13, N,360
1537,13, N,360
1538,13, N,360
1539,13, N,360
1540,13, N,360
1541,13, N,360
1542,13, N,360
1543,13, N,360
1544,13, N,360
1545,13, N,360
1546,13, N,360
1547,13, N,360
1548,13, N,360
1549,13, N,360
1550,13, N,360
1551,13, N,360
1552,13, N,360
1553,13, N,360
1554,13, N,360
1555,13, N,360
1556,13, N,360
1557,13, N,360
1558,13, N,360
1559,13, N,360
1560,13, N,360
1561,13, N,360
1562,13, N,360
1563,13, N,360
1564,13, N,360
1565,13, N,360
1566,13, N,360
1567,13, N,360
1568,13, N,360
1569,13, N,360
1570,13, N,360
1571,13, N,360
1572,13, N,360
1573,13, N,360
1574,13, N,360
1575,13, N,360
1576,13, N,360
1577,13, N,360
1578,13, N,360
1579,13, N,360
1580,13, N,360
1581,13, N,360
1582,13, N,360
1583,13, N,360
1584,13, N,360
1585,13, N,360
1586,13, N,360
1587,13, N,360
1588,13, N,360
1589,13, N,360
1590,13, N,360
1591,13, N,360
1592,13, N,360
1593,13, N,360
1594,13, N,360
1595,13, N,360
1596,13, N,360
1597,13, N,360
1598,13, N,360
1599,13, N,360
1600,13, N,360
1601,13, N,360
1602,13, N,360
1603,13, N,360
1604,13, N,360
1605,13, N,360
1606,13, N,360
1607,13, N,360
1608,13, N,360
1609,13, N,360
1610,13, N,360
1611,13, N,360
1612,13, N,360
1613,13, N,360
1614,13, N,360
1615,13, N,360
1616,13, N,360
1617,13, N,360
1618,13, N,360
1619,13, N,360
1620,13, N,360
1621,13, N,360
1622,13, N,360
1623,13, N,360
1624,13, N,360
1625,13, N,360
1626,13, N,360
1627,13, N,360
1628,13, N,360
1629,13, N,360
1630,13, N,360
1631,13, N,360
1632,13, N,360
1633,13, N,360
1634,13, N,360
1635,13, N,360
1636,13, N,360
1637,13, N,360
1638,13, N,360
1639,13, N,360
2220,13, N,360
2221,13, N,360
2222,13, N,360
2223,13, N,360
2224,13, N,360
2225,13, N,360
2226,13, N,360
2227,13, N,360
2228,13, N,360
2229,13, N,360
2230,13, N,360
2231,13, N,360
2232,13, N,360
2233,13, N,360
2234,13, N,360
2235,13, N,360
2236,13, N,360
2237,13, N,360
2238,13, N,360
2239,13, N,360
2240,13, N,360
2241,13, N,360
2242,13, N,360
2243,13, N,360
2244,13, N,360
2245,13, N,360
2246,13, N,360
2247,13, N,360
2248,13, N,360
2249,13, N,360
2250,13, N,360
2251,13, N,360
2252,13, N,360
2253,13, N,360
2254,13, N,360
2255,13, N,360
2256,13, N,360
2257,13, N,360
2258,13, N,360
2259,13, N,360
2260,13, N,360
2261,13, N,360
2262,13, N,360
2263,13, N,360
2264,13, N,360
2265,13, N,360
2266,13, N,360
2267,13, N,360
2268,13, N,360
2269,13, N,360
2270,13, N,360
2271,13, N,360
2272,13, N,360
2273,13, N,360
2274,13, N,360
2275,13, N,360
2276,13, N,360
2277,13, N,360
2278,13, N,360
2279,13, N,360
2280,13, N,360
2281,13, N,360
2282,13, N,360
2283,13, N,360
2284,13, N,360
2285,13, N,360
2286,13, N,360
2287,13, N,360
2288,13, N,360
2289,13, N,360
2290,13, N,360
2291,13, N,360
2292,13, N,360
2293,13, N,360
2294,13, N,360
2295,13, N,360
2296,13, N,360
2297,13, N,360
2298,13, N,360
2299,13, N,360
2300,13, N,360
2301,13, N,360
2302,13, N,360
2303,13, N,360
2304,13, N,360
2305,13, N,360
2306,13, N,360
2307,13, N,360
2308,13, N,360
2309,13, N,360
2310,13, N,360
2311,13, N,360
2312,13, N,360
2313,13, N,360
2314,13, N,360
2315,13, N,360
2316,13, N,360
2317,13, N,360
2318,13, N,360
2319,13, N,360
2320,13, N,360
2321,13, N,360
2322,13, N,360
2323,13, N,360
2324,13, N,360
2325,13, N,360
2326,13, N,360
2327,13, N,360
2328,13, N,360
2329,13, N,360
2330,13, N,360
2331,13, N,360
2332,13, N,360
2333,13, N,360
2334,13, N,360
2335,13, N,360
2336,13, N,360
2337,13, N,360
2338,13, N,360
2339,13, N,360
2340,13, N,360
2341,13, N,360
2342,13, N,360
2343,13, N,360
2344,13, N,360
2345,13, N,360
2346,13, N,360
2347,13, N,360
2348,13, N,360
2349,13, N,360
2350,13, N,360
2351,13, N,360
2352,13, N,360
2353,13, N,360
2354,13, N,360
2355,13, N,360
2356,13, N,360
2357,13, N,360
2358,13, N,360
2359,13, N,360
2360,13, N,360
2361,13, N,360
2362,13, N,360
2363,13, N,360
2364,13, N,360
2365,13, N,360
2366,13, N,360
2367,13, N,360
2368,13, N,360
2369,13, N,360
2370,13, N,360
2371,13, N,360
2372,13, N,360
2373,13, N,360
2374,13, N,360
2375,13, N,360
2376,13, N,360
2377,13, N,360
2378,13, N,360
2379,13, N,360
2380,13, N,360
2381,13, N,360
2382,13, N,360
2383,13, N,360
2384,13, N,360
2385,13, N,360
2386,13, N,360
2387,13, N,360
2388,13, N,360
2389,13, N,360
2390,13, N,360
2391,13, N,360
2392,13, N,360
2393,13, N,360
2394,13, N,360
2395,13, N,360
2396,13, N,360
2397,13, N,360
2398,13, N,360
2399,13, N,360
2400,13, N,360
2401,13, N,360
2402,13, N,360
2403,13, N,360
2404,13, N,360
2405,13, N,360
2406,13, N,360
2407,13, N,360
2408,13, N,360
2409,13, N,360
2410,13, N,360
2411,13, N,360
2412,13, N,360
2413,13, N,360
2414,13, N,360
2415,13, N,360
2416,13, N,360
2417,13, N,360
2418,13, N,360
2419,13, N,360
2420,13, N,360
2421,13, N,360
2422,13, N,360
2423,13, N,360
2424,13, N,360
2425,13, N,360
2426,13, N,360
2427,13, N,360
2428,13, N,360
2429,13, N,360
2430,13, N,360
2431,13, N,360
2432,13, N,360
2433,13, N,360
2434,13, N,360
2435,13, N,360
2436,13, N,360
2437,13, N,360
2438,13, N,360
2439,13, N,360
2440,13, N,360
2441,13, N,360
2442,13, N,360
2443,13, N,360
2444,13, N,360
2445,13, N,360
2446,13, N,360
2447,13, N,360
2448,13, N,360
2449,13, N,360
2450,13, N,360
2451,13, N,360
2452,13, N,360
2453,13, N,360
2454,13, N,360
2455,13, N,360
2456,13, N,360
2457,13, N,360
2458,13, N,360
2459,13, N,360
2460,13, N,360
2461,13, N,360
2462,13, N,360
2463,13, N,360
2464,13, N,360
2465,13, N,360
2466,13, N,360
2467,13, N,360
2468,13, N,360
2469,13, N,360
2470,13, N,360
2471,13, N,360
2472,13, N,360
2473,13, N,360
2474,13, N,360
2475,13, N,360
2476,13, N,360
2477,13, N,360
2478,13, N,360
2479,13, N,360
2480,13, N,360
2481,13, N,360
2482,13, N,360
2483,13, N,360
2484,13, N,360
2485,13, N,360
2486,13, N,360
2487,13, N,360
2488,13, N,360
2489,13, N,360
2490,13, N,360
2491,13, N,360
2492,13, N,360
2493,13, N,360
2494,13, N,360
2495,13, N,360
2496,13, N,360
2497,13, N,360
2498,13, N,360
2499,13, N,360
2500,13, N,360
2501,13, N,360
2502,13, N,360
2503,13, N,360
2504,13, N,360
2505,13, N,360
2506,13, N,360
2507,13, N,360
2508,13, N,360
2509,13, N,360
2510,13, N,360
2511,13, N,360
2512,13, N,360
2513,13, N,360
2514,13, N,360
2515,13, N,360
2516,13, N,360
2517,13, N,360
2518,13, N,360
2519,13, N,360
2520,13, N,360
2521,13, N,360
2522,13, N,360
2523,13, N,360
2524,13, N,360
2525,13, N,360
2526,13, N,360
2527,13, N,360
2528,13, N,360
2529,13, N,360
2530,13, N,360
2531,13, N,360
2532,13, N,360
2533,13, N,360
2534,13, N,360
2535,13, N,360
2536,13, N,360
2537,13, N,360
2538,13, N,360
2539,13, N,360
2540,13, N,360
2541,13, N,360
2542,13, N,360
2543,13, N,360
2544,13, N,360
2545,13, N,360
2546,13, N,360
2547,13, N,360
2548,13, N,360
2549,13, N,360
2550,13, N,360
2551,13, N,360
2552,13, N,360
2553,13, N,360
2554,13, N,360
2555,13, N,360
2556,13, N,360
2557,13, N,360
2558,13, N,360
2559,13, N,360
2560,13, N,360
2561,13, N,360
2562,13, N,360
2563,13, N,360
2564,13, N,360
2565,13, N,360
2566,13, N,360
2567,13, N,360
2568,13, N,360
2569,13, N,360
2570,13, N,360
2571,13, N,360
2572,13, N,360
2573,13, N,360
2574,13, N,360
2575,13, N,360
2576,13, N,360
2577,13, N,360
2578,13, N,360
2579,13, N,360
2580,13, N,360
2581,13, N,360
2582,13, N,360
2583,13, N,360
2584,13, N,360
2585,13, N,360
2586,13, N,360
2587,13, N,360
2588,13, N,360
2589,13, N,360
2590,13, N,360
2591,13, N,360
2592,13, N,360
2593,13, N,360
2594,13, N,360
2595,13, N,360
2596,13, N,360
2597,13, N,360
2598,13, N,360
2599,13, N,360
2600,13, N,360
2601,13, N,360
2602,13, N,360
2603,13, N,360
2604,13, N,360
2605,13, N,360
2606,13, N,360
2607,13, N,360
2608,13, N,360
2609,13, N,360
2610,13, N,360
2611,13, N,360
2612,13, N,360
2613,13, N,360
2614,13, N,360
2615,13, N,360
2616,13, N,360
2617,13, N,360
2618,13, N,360
2619,13, N,360
2620,13, N,360
2621,13, N,360
2622,13, N,360
2623,13, N,360
2624,13, N,360
2625,13, N,360
2626,13, N,360
2627,13, N,360
2628,13, N,360
2629,13, N,360
2630,13, N,360
2631,13, N,360
2632,13, N,360
2633,13, N,360
2634,13, N,360
2635,13, N,360
2636,13, N,360
2637,13, N,360
2638,13, N,360
2639,13, N,360
2640,13, N,360
2641,13, N,360
2642,13, N,360
2643,13, N,360
2644,13, N,360
2645,13, N,360
2646,13, N,360
2647,13, N,360
2648,13, N,360
2649,13, N,360
2650,13, N,360
2651,13, N,360
2652,13, N,360
2653,13, N,360
2654,13, N,360
2655,13, N,360
2656,13, N,360
2657,13, N,360
2658,13, N,360
2659,13, N,360
2660,13, N,360
2661,13, N,360
2662,13, N,360
2663,13, N,360
2664,13, N,360
2665,13, N,360
2666,13, N,360
2667,13, N,360
2668,13, N,360
2669,13, N,360
2670,13, N,360
2671,13, N,360
2672,13, N,360
2673,13, N,360
2674,13, N,360
2675,13, N,360
2676,13, N,360
2677,13, N,360
2678,13, N,360
3696,14, N,360
3697,14, N,360
3698,14, N,360
3699,14, N,360
3700,14, N,360
3701,14, N,360
3702,14, N,360
3703,14, N,360
3704,14, N,360
3705,14, N,360
3706,14, N,360
3707,14, N,360
3708,14, N,360
3709,14, N,360
3710,14, N,360
3711,14, N,360
3712,14, N,360
3713,14, N,360
3714,14, N,360
3715,14, N,360
3716,14, N,360
3717,14, N,360
3718,14, N,360
3719,14, N,360
3720,14, N,360
3721,14, N,360
3722,14, N,360
3723,14, N,360
3724,14, N,360
3725,14, N,360
3726,14, N,360
3727,14, N,360
3728,14, N,360
3729,14, N,360
3730,14, N,360
3731,14, N,360
3732,14, N,360
3733,14, N,360
3734,14, N,360
3735,14, N,360
3736,14, N,360
3737,14, N,360
3738,14, N,360
3739,14, N,360
3740,14, N,360
3741,14, N,360
3742,14, N,360
3743,14, N,360
3744,14, N,360
3745,14, N,360
3746,14, N,360
3747,14, N,360
3748,14, N,360
3749,14, N,360
3750,14, N,360
3751,14, N,360
3752,14, N,360
3753,14, N,360
3754,14, N,360
3755,14, N,360
3756,14, N,360
3757,14, N,360
3758,14, N,360
3759,14, N,360
3760,14, N,360
3761,14, N,360
3762,14, N,360
3763,14, N,360
3764,14, N,360
3765,14, N,360
3766,14, N,360
3767,14, N,360
3768,14, N,360
3769,14, N,360
3770,14, N,360
3771,14, N,360
3772,14, N,360
3773,14, N,360
3774,14, N,360
3775,14, N,360
3776,14, N,360
3777,14, N,360
3778,14, N,360
3779,14, N,360
3780,14, N,360
3781,14, N,360
3782,14, N,360
3783,14, N,360
3784,14, N,360
3785,14, N,360
3786,14, N,360
3787,14, N,360
3788,14, N,360
3789,14, N,360
3790,14, N,360
3791,14, N,360
3792,14, N,360
3793,14, N,360
3794,14, N,360
3795,14, N,360
3796,14, N,360
3797,14, N,360
3798,14, N,360
3799,14, N,360
3800,14, N,360
3801,14, N,360
3802,14, N,360
3803,14, N,360
3804,14, N,360
3805,14, N,360
3806,14, N,360
3807,14, N,360
3808,14, N,360
3809,14, N,360
3810,14, N,360
3811,14, N,360
3812,14, N,360
3813,14, N,360
3814,14, N,360
3815,14, N,360
3816,14, N,360
3817,14, N,360
3818,14, N,360
3819,14, N,360
3820,14, N,360
3821,14, N,360
3822,14, N,360
3823,14, N,360
3824,14, N,360
3825,14, N,360
3826,14, N,360
3827,14, N,360
3828,14, N,360
3829,14, N,360
3830,14, N,360
3831,14, N,360
3832,14, N,360
3833,14, N,360
3834,14, N,360
3835,14, N,360
3836,14, N,360
3837,14, N,360
3838,14, N,360
3839,14, N,360
3840,14, N,360
3841,14, N,360
3842,14, N,360
3843,14, N,360
3844,14, N,360
3845,14, N,360
3846,14, N,360
3847,14, N,360
3848,14, N,360
3849,14, N,360
3850,14, N,360
3851,14, N,360
3852,14, N,360
3853,14, N,360
3854,14, N,360
3855,14, N,360
3856,14, N,360
3857,14, N,360
3858,14, N,360
3859,14, N,360
3860,14, N,360
3861,14, N,360
3862,14, N,360
3863,14, N,360
3864,14, N,360
3865,14, N,360
3866,14, N,360
3867,14, N,360
3868,14, N,360
3869,14, N,360
3870,14, N,360
3871,14, N,360
3872,14, N,360
3873,14, N,360
3874,14, N,360
3875,14, N,360
3876,14, N,360
3877,14, N,360
3878,14, N,360
3879,14, N,360
3880,14, N,360
3881,14, N,360
3882,14, N,360
3883,14, N,360
3884,14, N,360
3885,14, N,360
3886,14, N,360
3887,14, N,360
3888,14, N,360
3889,14, N,360
3890,14, N,360
3891,14, N,360
3892,14, N,360
3893,14, N,360
3894,14, N,360
3895,14, N,360
3896,14, N,360
3897,14, N,360
3898,14, N,360
3899,14, N,360
3900,14, N,360
3901,14, N,360
3902,14, N,360
3903,14, N,360
3904,14, N,360
3905,14, N,360
3906,14, N,360
3907,14, N,360
3908,14, N,360
3909,14, N,360
3910,14, N,360
3911,14, N,360
3912,14, N,360
3913,14, N,360
3914,14, N,360
3915,14, N,360
3916,14, N,360
3917,14, N,360
3918,14, N,360
3919,14, N,360
3920,14, N,360
3921,14, N,360
3922,14, N,360
3923,14, N,360
3924,14, N,360
3925,14, N,360
3926,14, N,360
3927,14, N,360
3928,14, N,360
3929,14, N,360
3930,14, N,360
3931,14, N,360
3932,14, N,360
3933,14, N,360
3934,14, N,360
3935,14, N,360
3936,14, N,360
3937,14, N,360
3938,14, N,360
3939,14, N,360
3940,14, N,360
3941,14, N,360
3942,14, N,360
3943,14, N,360
3944,14, N,360
3945,14, N,360
3946,14, N,360
3947,14, N,360
3948,14, N,360
3949,14, N,360
3950,14, N,360
3951,14, N,360
3952,14, N,360
3953,14, N,360
3954,14, N,360
3955,14, N,360
3956,14, N,360
3957,14, N,360
3958,14, N,360
3959,14, N,360
3960,14, N,360
3961,14, N,360
3962,14, N,360
3963,14, N,360
3964,14, N,360
3965,14, N,360
3966,14, N,360
3967,14, N,360
3968,14, N,360
3969,14, N,360
3970,14, N,360
3971,14, N,360
3972,14, N,360
3973,14, N,360
3974,14, N,360
3975,14, N,360
3976,14, N,360
3977,14, N,360
3978,14, N,360
3979,14, N,360
3980,14, N,360
3981,14, N,360
3982,14, N,360
3983,14, N,360
3984,14, N,360
3985,14, N,360
3986,14, N,360
3987,14, N,360
3988,14, N,360
3989,14, N,360
3990,14, N,360
3991,14, N,360
3992,14, N,360
3993,14, N,360
3994,14, N,360
3995,14, N,360
3996,14, N,360
3997,14, N,360
3998,14, N,360
3999,14, N,360
4000,14, N,360
4001,14, N,360
4002,14, N,360
4003,14, N,360
4004,14, N,360
4005,14, N,360
4006,14, N,360
4007,14, N,360
4008,14, N,360
4009,14, N,360
4010,14, N,360
4011,14, N,360
4012,14, N,360
4013,14, N,360
4014,14, N,360
4015,14, N,360
4016,14, N,360
4017,14, N,360
4018,14, N,360
4019,14, N,360
4020,14, N,360
4021,14, N,360
4022,14, N,360
4023,14, N,360
4024,14, N,360
4025,14, N,360
4026,14, N,360
4027,14, N,360
4028,14, N,360
4029,14, N,360
4030,14, N,360
4031,14, N,360
4032,14, N,360
4033,14, N,360
4034,14, N,360
4035,14, N,360
4036,14, N,360
4037,14, N,360
4038,14, N,360
4039,14, N,360
4040,14, N,360
4041,14, N,360
4042,14, N,360
4043,14, N,360
4044,14, N,360
4045,14, N,360
4753,16, N,360
4754,16, N,360
4755,16, N,360
4756,16, N,360
4757,16, N,360
4758,16, N,360
4759,16, N,360
4760,16, N,360
4761,16, N,360
4762,16, N,360
4763,16, N,360
4764,16, N,360
4765,16, N,360
4766,16, N,360
4767,16, N,360
4768,16, N,360
4769,16, N,360
4770,16, N,360
4771,16, N,360
4772,16, N,360
4773,16, N,360
4774,16, N,360
4775,16, N,360
4776,16, N,360
4777,16, N,360
4778,16, N,360
4779,16, N,360
4780,16, N,360
4781,16, N,360
4782,16, N,360
4783,16, N,360
4784,16, N,360
4785,16, N,360
4786,16, N,360
4787,16, N,360
4788,16, N,360
4789,16, N,360
4790,16, N,360
4791,16, N,360
4792,16, N,360
4793,16, N,360
4794,16, N,360
4795,16, N,360
4796,16, N,360
4797,16, N,360
4798,16, N,360
4799,16, N,360
4800,16, N,360
4801,16, N,360
4802,16, N,360
4803,16, N,360
4804,16, N,360
4805,16, N,360
4806,16, N,360
4807,16, N,360
4808,16, N,360
4809,16, N,360
4810,16, N,360
4811,16, N,360
4812,16, N,360
4813,16, N,360
4814,16, N,360
4815,16, N,360
4816,16, N,360
4817,16, N,360
4818,16, N,360
4819,16, N,360
4820,16, N,360
4821,16, N,360
4822,16, N,360
4823,16, N,360
4824,16, N,360
4825,16, N,360
4826,16, N,360
4827,16, N,360
4828,16, N,360
4829,16, N,360
4830,16, N,360
4831,16, N,360
4832,16, N,360
4833,16, N,360
4834,16, N,360
4835,16, N,360
4836,16, N,360
4837,16, N,360
4838,16, N,360
4839,16, N,360
4840,16, N,360
4841,16, N,360
4842,16, N,360
4843,16, N,360
4844,16, N,360
4845,16, N,360
4846,16, N,360
4847,16, N,360
4848,16, N,360
4849,16, N,360
4850,16, N,360
4851,16, N,360
4852,16, N,360
4853,16, N,360
4854,16, N,360
4855,16, N,360
4856,16, N,360
4857,16, N,360
4858,16, N,360
4859,16, N,360
4860,16, N,360
4861,16, N,360
4862,16, N,360
4863,16, N,360
4864,16, N,360
4865,16, N,360
4866,16, N,360
4867,16, N,360
4868,16, N,360
4869,16, N,360
4870,16, N,360
4871,16, N,360
4872,16, N,360
4873,16, N,360
4874,16, N,360
4875,16, N,360
4876,16, N,360
4877,16, N,360
4878,16, N,360
4879,16, N,360
4880,16, N,360
4881,16, N,360
4882,16, N,360
4883,16, N,360
4884,16, N,360
4885,16, N,360
4886,16, N,360
4887,16, N,360
4888,16, N,360
4889,16, N,360
4890,16, N,360
4891,16, N,360
4892,16, N,360
4893,16, N,360
4894,16, N,360
4895,16, N,360
4896,16, N,360
4897,16, N,360
4898,16, N,360
4899,16, N,360
4900,16, N,360
4901,16, N,360
4902,16, N,360
4903,16, N,360
4904,16, N,360
4905,16, N,360
4906,16, N,360
4907,16, N,360
4908,16, N,360
4909,16, N,360
4910,16, N,360
4911,16, N,360
4912,16, N,360
4913,16, N,360
4914,16, N,360
4915,16, N,360
4916,16, N,360
4917,16, N,360
4918,16, N,360
4919,16, N,360
4920,16, N,360
4921,16, N,360
4922,16, N,360
4923,16, N,360
4924,16, N,360
4925,16, N,360
4926,16, N,360
4927,16, N,360
4928,16, N,360
4929,16, N,360
4930,16, N,360
4931,16, N,360
4932,16, N,360
4933,16, N,360
4934,16, N,360
4935,16, N,360
4936,16, N,360
4937,16, N,360
4938,16, N,360
4939,16, N,360
4940,16, N,360
4941,16, N,360
4942,16, N,360
4943,16, N,360
4944,16, N,360
4945,16, N,360
4946,16, N,360
4947,16, N,360
4948,16, N,360
4949,16, N,360
4950,16, N,360
4951,16, N,360
4952,16, N,360
4953,16, N,360
4954,16, N,360
4955,16, N,360
4956,16, N,360
4957,16, N,360
4958,16, N,360
4959,16, N,360
4960,16, N,360
4961,16, N,360
4962,16, N,360
4963,16, N,360
4964,16, N,360
4965,16, N,360
4966,16, N,360
4967,16, N,360
4968,16, N,360
4969,16, N,360
4970,16, N,360
4971,16, N,360
4972,16, N,360
4973,16, N,360
4974,16, N,360
4975,16, N,360
4976,16, N,360
4977,16, N,360
4978,16, N,360
4979,16, N,360
4980,16, N,360
4981,16, N,360
4982,16, N,360
4983,16, N,360
4984,16, N,360
4985,16, N,360
4986,16, N,360
4987,16, N,360
4988,16, N,360
4989,16, N,360
4990,16, N,360
4991,16, N,360
4992,16, N,360
4993,16, N,360
4994,16, N,360
4995,16, N,360
4996,16, N,360
4997,16, N,360
4998,16, N,360
4999,16, N,360
5000,16, N,360
5001,16, N,360
5002,16, N,360
5003,16, N,360
5004,16, N,360
5005,16, N,360
5006,16, N,360
5007,16, N,360
5008,16, N,360
5009,16, N,360
5010,16, N,360
5011,16, N,360
5012,16, N,360
5013,16, N,360
5014,16, N,360
5015,16, N,360
5016,16, N,360
5017,16, N,360
5018,16, N,360
5019,16, N,360
5020,16, N,360
5021,16, N,360
5022,16, N,360
5023,16, N,360
5024,16, N,360
5025,16, N,360
5026,16, N,360
5027,16, N,360
5028,16, N,360
5029,16, N,360
5030,16, N,360
5031,16, N,360
5032,16, N,360
5033,16, N,360
5034,16, N,360
5035,16, N,360
5036,16, N,360
5037,16, N,360
5038,16, N,360
5039,16, N,360
5040,16, N,360
5041,16, N,360
5042,16, N,360
5043,16, N,360
5044,16, N,360
5045,16, N,360
5046,16, N,360
5047,16, N,360
5048,16, N,360
5049,16, N,360
5050,16, N,360
5051,16, N,360
5052,16, N,360
5053,16, N,360
5054,16, N,360
5055,16, N,360
5056,16, N,360
5057,16, N,360
5058,16, N,360
5059,16, N,360
5060,16, N,360
5061,16, N,360
5062,16, N,360
5063,16, N,360
5064,16, N,360
5065,16, N,360
5066,16, N,360
5067,16, N,360
5068,16, N,360
5069,16, N,360
5070,16, N,360
5071,16, N,360
5072,16, N,360
5073,16, N,360
5074,16, N,360
5075,16, N,360
5076,16, N,360
5077,16, N,360
5078,16, N,360
5079,16, N,360
5080,16, N,360
5081,16, N,360
5082,16, N,360
5083,16, N,360
5084,16, N,360
5085,16, N,360
5086,16, N,360
5087,16, N,360
5088,16, N,360
5089,16, N,360
5090,16, N,360
5091,16, N,360
5092,16, N,360
5093,16, N,360
5094,16, N,360
5095,16, N,360
5096,16, N,360
5097,16, N,360
5098,16, N,360
5099,16, N,360
5100,16, N,360
5101,16, N,360
5102,16, N,360
5103,16, N,360
5104,16, N,360
5105,16, N,360
5106,16, N,360
5107,16, N,360
5108,16, N,360
5109,16, N,360
5110,16, N,360
5111,16, N,360
5112,16, N,360
5113,16, N,360
5114,16, N,360
5115,16, N,360
5116,16, N,360
5117,16, N,360
5118,16, N,360
5119,16, N,360
5120,16, N,360
5121,16, N,360
5122,16, N,360
5123,16, N,360
5124,16, N,360
5125,16, N,360
5126,16, N,360
5127,16, N,360
5128,16, N,360
5129,16, N,360
5130,16, N,360
5131,16, N,360
5132,16, N,360
5133,16, N,360
5134,16, N,360
5135,16, N,360
5136,16, N,360
5137,16, N,360
5138,16, N,360
5139,16, N,360
5140,16, N,360
5141,16, N,360
5142,16, N,360
5143,16, N,360
5144,16, N,360
5145,16, N,360
5146,16, N,360
5147,16, N,360
5148,16, N,360
5149,16, N,360
5150,16, N,360
5151,16, N,360
5152,16, N,360
5153,16, N,360
5154,16, N,360
5155,16, N,360
5156,16, N,360
5157,16, N,360
5158,16, N,360
5159,16, N,360
5160,16, N,360
5161,16, N,360
5162,16, N,360
5163,16, N,360
5164,16, N,360
5165,16, N,360
5166,16, N,360
5167,16, N,360
5168,16, N,360
5169,16, N,360
5170,16, N,360
5171,16, N,360
5172,16, N,360
5173,16, N,360
5174,16, N,360
5175,16, N,360
5176,16, N,360
5177,16, N,360
5178,16, N,360
5179,16, N,360
5180,16, N,360
5181,16, N,360
5182,16, N,360
5183,16, N,360
5184,16, N,360
5185,16, N,360
5186,16, N,360
5187,16, N,360
5188,16, N,360
5189,16, N,360
5190,16, N,360
5191,16, N,360
6280,18, N,360
6281,18, N,360
6282,18, N,360
6283,18, N,360
6284,18, N,360
6285,18, N,360
6286,18, N,360
6287,18, N,360
6288,18, N,360
6289,18, N,360
6290,18, N,360
6291,18, N,360
6292,18, N,360
6293,18, N,360
6294,18, N,360
6295,18, N,360
6296,18, N,360
6297,18, N,360
6298,18, N,360
6299,18, N,360
6300,18, N,360
6301,18, N,360
6302,18, N,360
6303,18, N,360
6304,18, N,360
6305,18, N,360
6306,18, N,360
6307,18, N,360
6308,18, N,360
6309,18, N,360
6310,18, N,360
6311,18, N,360
6312,18, N,360
6313,18, N,360
6314,18, N,360
6315,18, N,360
6316,18, N,360
6317,18, N,360
6318,18, N,360
6319,18, N,360
6320,18, N,360
6321,18, N,360
6322,18, N,360
6323,18, N,360
6324,18, N,360
6325,18, N,360
6326,18, N,360
6327,18, N,360
6328,18, N,360
6329,18, N,360
6330,18, N,360
6331,18, N,360
6332,18, N,360
6333,18, N,360
6334,18, N,360
6335,18, N,360
6336,18, N,360
6337,18, N,360
6338,18, N,360
6339,18, N,360
6340,18, N,360
6341,18, N,360
6342,18, N,360
6343,18, N,360
6344,18, N,360
6345,18, N,360
6346,18, N,360
6347,18, N,360
6348,18, N,360
6349,18, N,360
6350,18, N,360
6351,18, N,360
6352,18, N,360
6353,18, N,360
6354,18, N,360
6355,18, N,360
6356,18, N,360
6357,18, N,360
6358,18, N,360
6359,18, N,360
6360,18, N,360
6361,18, N,360
6362,18, N,360
6363,18, N,360
6364,18, N,360
6365,18, N,360
6366,18, N,360
6367,18, N,360
6368,18, N,360
6369,18, N,360
6370,18, N,360
6371,18, N,360
6372,18, N,360
6373,18, N,360
6374,18, N,360
6375,18, N,360
6376,18, N,360
6377,18, N,360
6378,18, N,360
6379,18, N,360
6380,18, N,360
6381,18, N,360
6382,18, N,360
6383,18, N,360
6384,18, N,360
6385,18, N,360
6386,18, N,360
6387,18, N,360
6388,18, N,360
6389,18, N,360
6390,18, N,360
6391,18, N,360
6392,18, N,360
6393,18, N,360
6394,18, N,360
6395,18, N,360
6396,18, N,360
6397,18, N,360
6398,18, N,360
6399,18, N,360
